datetime,count
2011-01-22 20:00:00,45.09
2011-01-22 21:00:00,40.58
2011-01-22 22:00:00,29.13
2011-01-22 23:00:00,19.22
2011-01-23 00:00:00,27.75
2011-01-23 01:00:00,19.26
2011-01-23 02:00:00,15.15
2011-01-23 03:00:00,14.52
2011-01-23 05:00:00,2.85
2011-01-23 06:00:00,3.53
2011-01-23 07:00:00,8.17
2011-01-23 08:00:00,16.51
2011-01-23 09:00:00,28.958333333333336
2011-01-23 10:00:00,55.19
2011-01-23 11:00:00,59.5
2011-01-23 12:00:00,68.97
2011-01-23 13:00:00,67.56
2011-01-23 14:00:00,70.09
2011-01-23 15:00:00,69.83
2011-01-23 16:00:00,70.71
2011-01-23 17:00:00,74.8
2011-01-23 18:00:00,69.58
2011-01-23 19:00:00,47.72
2011-01-23 20:00:00,32.39
2011-01-23 21:00:00,31.96
2011-01-23 22:00:00,20.47
2011-01-23 23:00:00,13.59
2011-01-24 00:00:00,10.61
2011-01-24 01:00:00,4.44
2011-01-24 03:00:00,1.98
2011-01-24 04:00:00,2.5
2011-01-24 05:00:00,5.79
2011-01-24 06:00:00,32.26
2011-01-24 07:00:00,80.71
2011-01-24 08:00:00,180.53
2011-01-24 09:00:00,110.4
2011-01-24 10:00:00,43.66
2011-01-24 11:00:00,39.62
2011-01-24 12:00:00,50.59
2011-01-24 13:00:00,47.0
2011-01-24 14:00:00,43.69
2011-01-24 15:00:00,54.63
2011-01-24 16:00:00,69.51
2011-01-24 17:00:00,158.18
2011-01-24 18:00:00,153.36
2011-01-24 19:00:00,95.0
2011-01-24 20:00:00,66.56
2011-01-24 21:00:00,49.61
2011-01-24 22:00:00,24.92
2011-01-24 23:00:00,18.21
2011-01-25 00:00:00,8.58
2011-01-25 01:00:00,3.55
2011-01-25 02:00:00,2.35
2011-01-25 04:00:00,1.75
2011-01-25 05:00:00,5.29
2011-01-25 06:00:00,34.44
2011-01-25 07:00:00,80.44
2011-01-25 08:00:00,183.88
2011-01-25 09:00:00,126.07
2011-01-25 10:00:00,55.79
2011-01-25 11:00:00,57.7
2011-01-25 12:00:00,71.76
2011-01-25 13:00:00,72.25
2011-01-25 14:00:00,68.22
2011-01-25 15:00:00,66.1
2011-01-25 16:00:00,96.01
2011-01-25 17:00:00,217.52
2011-01-25 18:00:00,201.22
2011-01-25 19:00:00,109.85
2011-01-25 20:00:00,73.13
2011-01-25 21:00:00,51.66
2011-01-25 22:00:00,37.38
2011-01-25 23:00:00,21.53
2011-01-26 00:00:00,9.17
2011-01-26 01:00:00,5.56
2011-01-26 02:00:00,2.859666666666667
2011-01-26 05:00:00,2.77
2011-01-26 06:00:00,33.21
2011-01-26 07:00:00,78.72
2011-01-26 08:00:00,182.87
2011-01-26 09:00:00,110.91
2011-01-26 10:00:00,43.44
2011-01-26 11:00:00,38.98
2011-01-26 12:00:00,37.91
2011-01-26 13:00:00,34.91
2011-01-26 14:00:00,32.56
2011-01-26 15:00:00,29.84
2011-01-26 16:00:00,60.9
2011-01-26 17:00:00,120.09
2011-01-27 16:00:00,75.1
2011-01-27 17:00:00,167.38
2011-01-27 18:00:00,139.11
2011-01-27 19:00:00,102.82
2011-01-27 20:00:00,78.16
2011-01-27 21:00:00,47.01
2011-01-27 22:00:00,41.69
2011-01-27 23:00:00,29.58
2011-01-28 00:00:00,14.57
2011-01-28 01:00:00,7.36
2011-01-28 02:00:00,2.27
2011-01-28 03:00:00,1.71
2011-01-28 05:00:00,6.25
2011-01-28 06:00:00,31.4
2011-01-28 07:00:00,86.38
2011-01-28 08:00:00,188.59
2011-01-28 09:00:00,118.04
2011-01-28 10:00:00,46.57
2011-01-28 11:00:00,46.51
2011-01-28 12:00:00,47.78
2011-01-28 13:00:00,46.9
2011-01-28 14:00:00,62.48
2011-01-28 15:00:00,58.6
2011-01-28 16:00:00,73.07
2011-01-28 17:00:00,160.08
2011-01-28 18:00:00,151.35
2011-01-28 19:00:00,102.49
2011-01-28 20:00:00,72.76
2011-01-28 21:00:00,49.91
2011-01-28 22:00:00,44.07
2011-01-28 23:00:00,29.33
2011-01-29 00:00:00,30.79
2011-01-29 01:00:00,25.01
2011-01-29 02:00:00,18.31
2011-01-29 03:00:00,12.44
2011-01-29 04:00:00,3.65
2011-01-29 06:00:00,3.48
2011-01-29 07:00:00,10.43
2011-01-29 08:00:00,19.64
2011-01-29 09:00:00,42.54333333333333
2011-01-29 10:00:00,67.9
2011-01-29 11:00:00,65.52
2011-01-29 12:00:00,84.25
2011-01-29 13:00:00,86.76
2011-01-29 14:00:00,85.55
2011-01-29 15:00:00,84.17
2011-01-29 16:00:00,86.69
2011-01-29 17:00:00,73.3
2011-01-29 18:00:00,69.0
2011-01-29 19:00:00,59.82
2011-01-29 20:00:00,47.1
2011-01-29 21:00:00,37.89
2011-01-29 22:00:00,37.68
2011-01-29 23:00:00,27.95
2011-01-30 00:00:00,29.59
2011-01-30 01:00:00,26.59
2011-01-30 02:00:00,19.86
2011-01-30 03:00:00,13.29
2011-01-30 04:00:00,4.34
2011-01-30 05:00:00,2.99
2011-01-30 07:00:00,9.8
2011-01-30 08:00:00,20.52
2011-01-30 09:00:00,37.50333333333334
2011-01-30 10:00:00,69.45
2011-01-30 11:00:00,79.05
2011-01-30 12:00:00,127.17
2011-01-30 13:00:00,91.64
2011-01-30 14:00:00,95.79
2011-01-30 15:00:00,118.06
2011-01-30 16:00:00,117.05
2011-01-30 17:00:00,77.76
2011-01-30 18:00:00,72.1
2011-01-30 19:00:00,48.56
2011-01-30 20:00:00,38.74
2011-01-30 21:00:00,30.71
2011-01-30 22:00:00,24.82
2011-01-30 23:00:00,19.05
2011-01-31 00:00:00,11.82
2011-01-31 01:00:00,3.69
2011-01-31 02:00:00,2.74
2011-01-31 03:00:00,1.87
2011-01-31 04:00:00,1.45
2011-01-31 05:00:00,2.09
2011-01-31 06:00:00,32.4
2011-01-31 07:00:00,82.71
2011-01-31 08:00:00,171.05
2011-01-31 09:00:00,94.08
2011-01-31 10:00:00,39.95
2011-01-31 11:00:00,39.55
2011-01-31 12:00:00,56.01
2011-01-31 13:00:00,53.4
2011-01-31 14:00:00,49.08
2011-01-31 15:00:00,46.93
2011-01-31 16:00:00,69.37
2011-01-31 17:00:00,161.25
2011-01-31 18:00:00,154.81
2011-01-31 19:00:00,126.94
2011-01-31 20:00:00,63.98
2011-01-31 21:00:00,34.01
2011-01-31 22:00:00,30.27
2011-01-31 23:00:00,17.47
2011-02-20 00:00:00,34.28
2011-02-20 01:00:00,24.69
2011-02-20 02:00:00,18.13
2011-02-20 03:00:00,8.75
2011-02-20 04:00:00,3.18
2011-02-20 06:00:00,3.01
2011-02-20 07:00:00,10.15
2011-02-20 08:00:00,22.13
2011-02-20 09:00:00,34.905
2011-02-20 10:00:00,96.79
2011-02-20 11:00:00,121.75
2011-02-20 12:00:00,130.47
2011-02-20 13:00:00,153.61
2011-02-20 14:00:00,151.18
2011-02-20 15:00:00,158.03
2011-02-20 16:00:00,152.01
2011-02-20 17:00:00,106.14
2011-02-20 18:00:00,73.01
2011-02-20 19:00:00,63.79
2011-02-20 20:00:00,65.68
2011-02-20 21:00:00,57.87
2011-02-20 22:00:00,48.12
2011-02-20 23:00:00,34.45
2011-02-21 00:00:00,26.25
2011-02-21 01:00:00,19.96
2011-02-21 02:00:00,10.33
2011-02-21 03:00:00,3.82
2011-02-21 04:00:00,3.79
2011-02-21 05:00:00,8.69
2011-02-21 06:00:00,20.22
2011-02-21 07:00:00,66.41
2011-02-21 08:00:00,67.99
2011-02-21 09:00:00,74.66
2011-02-21 10:00:00,89.79
2011-02-21 11:00:00,92.01
2011-02-21 12:00:00,86.07
2011-02-21 13:00:00,77.9
2011-02-21 14:00:00,83.43
2011-02-21 15:00:00,91.45
2011-02-21 16:00:00,86.11
2011-02-21 17:00:00,85.68
2011-02-21 18:00:00,83.14
2011-02-21 19:00:00,72.1
2011-02-21 20:00:00,43.16
2011-02-21 21:00:00,29.1
2011-02-21 22:00:00,27.09
2011-02-21 23:00:00,15.37
2011-02-22 06:00:00,29.74
2011-02-22 07:00:00,87.02
2011-02-22 08:00:00,185.65
2011-02-22 09:00:00,99.61
2011-02-22 10:00:00,43.59
2011-02-22 11:00:00,51.25
2011-02-22 12:00:00,59.18
2011-02-22 13:00:00,73.21
2011-02-22 14:00:00,69.83
2011-02-22 15:00:00,71.43
2011-02-22 16:00:00,73.16
2011-02-22 17:00:00,164.4
2011-02-22 18:00:00,160.44
2011-02-22 19:00:00,99.45
2011-02-22 20:00:00,71.56
2011-02-22 21:00:00,48.76
2011-02-22 22:00:00,27.69
2011-02-22 23:00:00,18.21
2011-02-23 00:00:00,10.46
2011-02-23 01:00:00,5.34
2011-02-23 02:00:00,2.03
2011-02-23 03:00:00,1.5
2011-02-23 05:00:00,5.56
2011-02-23 06:00:00,31.14
2011-02-23 07:00:00,79.3
2011-02-23 08:00:00,184.98
2011-02-23 09:00:00,124.53
2011-02-23 10:00:00,56.6
2011-02-23 11:00:00,62.34
2011-02-23 12:00:00,74.21
2011-02-23 13:00:00,69.26
2011-02-23 14:00:00,76.52
2011-02-23 15:00:00,71.96
2011-02-23 16:00:00,104.72
2011-02-23 17:00:00,232.29
2011-02-23 18:00:00,207.28
2011-02-23 19:00:00,138.01
2011-02-23 20:00:00,75.67
2011-02-23 21:00:00,56.15
2011-02-23 22:00:00,45.57
2011-02-23 23:00:00,25.99
2011-02-24 00:00:00,11.59
2011-02-24 01:00:00,5.21
2011-02-24 02:00:00,2.5733333333333337
2011-02-24 03:00:00,2.15
2011-02-24 05:00:00,6.19
2011-02-24 06:00:00,36.39
2011-02-24 07:00:00,98.85
2011-02-24 08:00:00,253.99
2011-02-24 09:00:00,134.66
2011-02-24 10:00:00,60.7
2011-02-24 11:00:00,72.53
2011-02-24 12:00:00,97.55
2011-02-24 13:00:00,91.8
2011-02-24 14:00:00,91.66
2011-02-24 15:00:00,89.9
2011-02-24 16:00:00,111.38
2011-02-24 17:00:00,219.44
2011-02-24 18:00:00,178.33
2011-02-24 19:00:00,127.49
2011-02-24 20:00:00,81.32
2011-02-24 21:00:00,61.93
2011-02-24 22:00:00,39.97
2011-02-24 23:00:00,32.47
2011-02-25 00:00:00,30.24
2011-02-25 01:00:00,15.26
2011-02-25 02:00:00,9.563333333333333
2011-02-25 03:00:00,2.36
2011-02-25 05:00:00,8.6
2011-02-25 06:00:00,36.87
2011-02-25 07:00:00,106.31
2011-02-25 08:00:00,234.15
2011-02-25 09:00:00,124.97
2011-02-25 10:00:00,87.43
2011-02-25 11:00:00,126.05
2011-02-25 12:00:00,188.56
2011-02-25 13:00:00,193.38
2011-02-25 14:00:00,192.14
2011-02-25 15:00:00,201.96
2011-02-25 16:00:00,108.15
2011-02-25 17:00:00,189.32
2011-02-25 18:00:00,170.27
2011-02-25 19:00:00,115.69
2011-02-25 20:00:00,69.45
2011-02-25 21:00:00,52.71
2011-02-25 22:00:00,41.85
2011-02-25 23:00:00,28.85
2011-02-26 00:00:00,28.46
2011-02-26 01:00:00,19.56
2011-02-26 02:00:00,16.95
2011-02-26 03:00:00,13.84
2011-02-26 04:00:00,2.9
2011-02-26 05:00:00,2.7
2011-02-26 06:00:00,4.01
2011-02-26 07:00:00,9.43
2011-02-26 08:00:00,26.86
2011-02-26 09:00:00,55.09
2011-02-26 10:00:00,114.91
2011-02-26 11:00:00,129.32
2011-02-26 12:00:00,138.62
2011-02-26 13:00:00,141.95
2011-02-26 14:00:00,139.37
2011-02-26 15:00:00,142.47
2011-02-26 16:00:00,148.73
2011-02-26 17:00:00,114.75
2011-02-26 18:00:00,82.35
2011-02-26 19:00:00,71.13
2011-02-26 20:00:00,62.0
2011-02-26 21:00:00,38.77
2011-02-26 22:00:00,45.57
2011-02-26 23:00:00,48.35
2011-02-27 00:00:00,28.19
2011-02-27 01:00:00,26.23
2011-02-27 02:00:00,24.815
2011-02-27 03:00:00,13.076666666666668
2011-02-27 04:00:00,4.22
2011-02-27 06:00:00,3.95
2011-02-27 07:00:00,11.45
2011-02-27 08:00:00,44.1
2011-02-27 09:00:00,63.32
2011-02-27 10:00:00,80.76
2011-02-27 11:00:00,80.95
2011-02-27 12:00:00,148.38
2011-02-27 13:00:00,167.36
2011-02-27 14:00:00,180.77
2011-02-27 15:00:00,234.65
2011-02-27 16:00:00,252.01
2011-02-27 17:00:00,133.69
2011-02-27 18:00:00,108.21
2011-02-27 19:00:00,87.7
2011-02-27 20:00:00,76.65
2011-02-27 21:00:00,68.4
2011-02-27 22:00:00,54.8
2011-02-27 23:00:00,38.23
2011-02-28 00:00:00,19.24
2011-02-28 01:00:00,7.29
2011-02-28 03:00:00,1.945
2011-02-28 05:00:00,9.31
2011-02-28 06:00:00,38.63
2011-02-28 07:00:00,123.82
2011-02-28 08:00:00,227.64
2011-02-28 09:00:00,135.33
2011-02-28 10:00:00,84.68
2011-02-28 11:00:00,100.78
2011-02-28 12:00:00,119.47
2011-02-28 13:00:00,95.01
2011-02-28 14:00:00,79.17
2011-02-28 15:00:00,81.24
2011-02-28 16:00:00,115.6
2011-02-28 17:00:00,228.45
2011-02-28 18:00:00,184.19
2011-02-28 19:00:00,117.24
2011-02-28 20:00:00,89.02
2011-02-28 21:00:00,62.53
2011-02-28 22:00:00,38.43
2011-02-28 23:00:00,25.95
2011-03-20 00:00:00,37.74
2011-03-20 01:00:00,30.6
2011-03-20 02:00:00,20.24
2011-03-20 03:00:00,11.04
2011-03-20 04:00:00,1.79
2011-03-20 05:00:00,1.68
2011-03-20 06:00:00,1.55
2011-03-20 07:00:00,13.07
2011-03-20 08:00:00,37.54
2011-03-20 09:00:00,63.07
2011-03-20 10:00:00,130.61
2011-03-20 11:00:00,145.82
2011-03-20 12:00:00,161.05
2011-03-20 13:00:00,159.32
2011-03-20 14:00:00,159.57
2011-03-20 15:00:00,162.67
2011-03-20 16:00:00,156.62
2011-03-20 17:00:00,106.66
2011-03-20 18:00:00,122.7
2011-03-20 19:00:00,67.98
2011-03-20 20:00:00,67.18
2011-03-20 21:00:00,55.15
2011-03-20 22:00:00,49.14
2011-03-20 23:00:00,34.41
2011-03-21 00:00:00,25.02
2011-03-21 01:00:00,16.79
2011-03-21 02:00:00,7.97
2011-03-21 03:00:00,2.85
2011-03-21 05:00:00,14.23
2011-03-21 06:00:00,51.04
2011-03-21 07:00:00,87.31
2011-03-21 08:00:00,291.03
2011-03-21 09:00:00,164.85
2011-03-21 10:00:00,79.56
2011-03-21 11:00:00,97.07
2011-03-21 12:00:00,88.47
2011-03-21 13:00:00,118.36
2011-03-21 14:00:00,116.81
2011-03-21 15:00:00,166.12
2011-03-21 16:00:00,214.41
2011-03-21 17:00:00,443.77
2011-03-21 18:00:00,379.19
2011-03-21 19:00:00,303.62
2011-03-21 20:00:00,251.07
2011-03-21 21:00:00,87.77
2011-03-21 22:00:00,126.32
2011-03-21 23:00:00,57.09
2011-03-22 00:00:00,50.1
2011-03-22 01:00:00,14.14
2011-03-22 02:00:00,7.56
2011-03-22 03:00:00,4.4
2011-03-22 04:00:00,5.01
2011-03-22 05:00:00,17.19
2011-03-22 06:00:00,78.01
2011-03-22 07:00:00,218.65
2011-03-22 08:00:00,321.34
2011-03-22 09:00:00,161.72
2011-03-22 10:00:00,109.08
2011-03-22 11:00:00,110.51
2011-03-22 12:00:00,134.05
2011-03-22 13:00:00,134.78
2011-03-22 14:00:00,120.72
2011-03-22 15:00:00,125.35
2011-03-22 16:00:00,233.49
2011-03-22 17:00:00,454.46
2011-03-22 18:00:00,420.77
2011-03-22 19:00:00,229.97
2011-03-22 20:00:00,153.37
2011-03-22 21:00:00,97.15
2011-03-22 22:00:00,81.28
2011-03-22 23:00:00,51.59
2011-03-23 00:00:00,30.6
2011-03-23 01:00:00,11.29
2011-03-23 02:00:00,6.22
2011-03-23 03:00:00,3.64
2011-03-23 05:00:00,9.88
2011-03-23 06:00:00,57.17
2011-03-23 07:00:00,162.68
2011-03-23 08:00:00,308.73
2011-03-23 09:00:00,170.51
2011-03-23 10:00:00,60.54
2011-03-23 11:00:00,65.09
2011-03-23 12:00:00,72.22
2011-03-23 13:00:00,74.01
2011-03-23 14:00:00,97.58
2011-03-23 15:00:00,88.26
2011-03-23 16:00:00,147.92
2011-03-23 17:00:00,371.53
2011-03-23 18:00:00,220.4
2011-03-23 19:00:00,146.75
2011-03-23 20:00:00,70.76
2011-03-23 21:00:00,51.36
2011-03-23 22:00:00,68.55
2011-03-23 23:00:00,45.96
2011-03-24 00:00:00,24.94
2011-03-24 01:00:00,10.78
2011-03-24 02:00:00,5.67
2011-03-24 03:00:00,3.2983333333333333
2011-03-24 04:00:00,2.966666666666667
2011-03-24 05:00:00,12.29
2011-03-24 06:00:00,49.83
2011-03-24 07:00:00,99.19
2011-03-24 08:00:00,118.48
2011-03-24 09:00:00,162.73
2011-03-24 10:00:00,59.51
2011-03-24 11:00:00,67.09
2011-03-24 12:00:00,81.16
2011-03-24 13:00:00,95.8
2011-03-24 14:00:00,91.53
2011-03-24 15:00:00,91.74
2011-03-24 16:00:00,152.73
2011-03-24 17:00:00,296.9
2011-03-24 18:00:00,254.03
2011-03-24 19:00:00,178.9
2011-03-24 20:00:00,115.89
2011-03-24 21:00:00,87.24
2011-03-24 22:00:00,70.05
2011-03-24 23:00:00,50.99
2011-03-25 00:00:00,29.76
2011-03-25 01:00:00,12.28
2011-03-25 02:00:00,7.57
2011-03-25 03:00:00,4.298333333333334
2011-03-25 04:00:00,2.945
2011-03-25 05:00:00,15.3
2011-03-25 06:00:00,61.81
2011-03-25 07:00:00,171.78
2011-03-25 08:00:00,301.46
2011-03-25 09:00:00,177.13
2011-03-25 10:00:00,96.83
2011-03-25 11:00:00,99.07
2011-03-25 12:00:00,115.74
2011-03-25 13:00:00,117.84
2011-03-25 14:00:00,118.08
2011-03-25 15:00:00,119.81
2011-03-25 16:00:00,174.41
2011-03-25 17:00:00,265.56
2011-03-25 18:00:00,259.73
2011-03-25 19:00:00,156.73
2011-03-25 20:00:00,101.18
2011-03-25 21:00:00,88.0
2011-03-25 22:00:00,61.78
2011-03-25 23:00:00,47.29
2011-03-26 00:00:00,36.67
2011-03-26 01:00:00,30.64
2011-03-26 02:00:00,21.33
2011-03-26 03:00:00,11.19
2011-03-26 04:00:00,4.47
2011-03-26 05:00:00,4.64
2011-03-26 06:00:00,14.34
2011-03-26 07:00:00,35.89
2011-03-26 08:00:00,70.36
2011-03-26 09:00:00,101.42
2011-03-26 10:00:00,158.51
2011-03-26 11:00:00,173.03
2011-03-26 12:00:00,204.53
2011-03-26 13:00:00,223.65
2011-03-26 14:00:00,220.63
2011-03-26 15:00:00,225.95
2011-03-26 16:00:00,212.3
2011-03-26 17:00:00,208.36
2011-03-26 18:00:00,189.29
2011-03-26 19:00:00,131.3
2011-03-26 20:00:00,87.63
2011-03-26 21:00:00,71.38
2011-03-26 22:00:00,65.5
2011-03-26 23:00:00,48.29
2011-03-27 00:00:00,39.12
2011-03-27 01:00:00,29.34
2011-03-27 02:00:00,22.025
2011-03-27 03:00:00,10.91
2011-03-27 04:00:00,4.69
2011-03-27 06:00:00,10.47
2011-03-27 07:00:00,78.09
2011-03-27 08:00:00,57.64
2011-03-27 09:00:00,90.14
2011-03-27 10:00:00,147.65
2011-03-27 11:00:00,163.9
2011-03-27 12:00:00,177.19
2011-03-27 13:00:00,190.63
2011-03-27 14:00:00,214.36
2011-03-27 15:00:00,214.95
2011-03-27 16:00:00,224.65
2011-03-27 17:00:00,199.73
2011-03-27 18:00:00,158.04
2011-03-27 19:00:00,123.03
2011-03-27 20:00:00,88.91
2011-03-27 21:00:00,59.12
2011-03-27 22:00:00,46.59
2011-03-27 23:00:00,49.52
2011-03-28 00:00:00,18.75
2011-03-28 01:00:00,7.41
2011-03-28 02:00:00,6.37
2011-03-28 03:00:00,3.9
2011-03-28 05:00:00,15.4
2011-03-28 06:00:00,56.95
2011-03-28 07:00:00,179.46
2011-03-28 08:00:00,282.56
2011-03-28 09:00:00,171.62
2011-03-28 10:00:00,96.38
2011-03-28 11:00:00,101.88
2011-03-28 12:00:00,112.15
2011-03-28 13:00:00,113.33
2011-03-28 14:00:00,111.38
2011-03-28 15:00:00,103.64
2011-03-28 16:00:00,166.6
2011-03-28 17:00:00,291.98
2011-03-28 18:00:00,277.79
2011-03-28 19:00:00,189.57
2011-03-28 20:00:00,133.93
2011-03-28 21:00:00,101.59
2011-03-28 22:00:00,68.89
2011-03-28 23:00:00,39.99
2011-03-29 00:00:00,25.39
2011-03-29 01:00:00,7.89
2011-03-29 02:00:00,11.48
2011-03-29 03:00:00,2.42
2011-03-29 04:00:00,3.54
2011-03-29 05:00:00,17.08
2011-03-29 06:00:00,59.4
2011-03-29 07:00:00,176.83
2011-03-29 08:00:00,308.4
2011-03-29 09:00:00,174.6
2011-03-29 10:00:00,91.94
2011-03-29 11:00:00,98.31
2011-03-29 12:00:00,110.93
2011-03-29 13:00:00,105.63
2011-03-29 14:00:00,113.13
2011-03-29 15:00:00,114.63
2011-03-29 16:00:00,165.85
2011-03-29 17:00:00,392.22
2011-03-29 18:00:00,340.8
2011-03-29 19:00:00,203.74
2011-03-29 20:00:00,147.18
2011-03-29 21:00:00,104.51
2011-03-29 22:00:00,80.69
2011-03-29 23:00:00,51.46
2011-03-30 00:00:00,32.64
2011-03-30 01:00:00,12.24
2011-03-30 02:00:00,5.48
2011-03-30 03:00:00,4.33
2011-03-30 04:00:00,4.11
2011-03-30 05:00:00,16.41
2011-03-30 06:00:00,60.51
2011-03-30 07:00:00,214.01
2011-03-30 08:00:00,311.43
2011-03-30 09:00:00,175.97
2011-03-30 10:00:00,97.37
2011-03-30 11:00:00,98.16
2011-03-30 12:00:00,114.38
2011-03-30 13:00:00,116.91
2011-03-30 14:00:00,99.0
2011-03-30 15:00:00,61.79
2011-03-30 16:00:00,93.27
2011-03-30 17:00:00,149.69
2011-03-30 18:00:00,130.14
2011-03-30 19:00:00,109.28
2011-03-30 20:00:00,71.55
2011-03-30 21:00:00,57.56
2011-03-30 22:00:00,39.64
2011-03-30 23:00:00,38.01
2011-03-31 00:00:00,20.81
2011-03-31 01:00:00,10.36
2011-03-31 02:00:00,6.4225
2011-03-31 03:00:00,3.64
2011-03-31 04:00:00,3.395
2011-03-31 05:00:00,10.66
2011-03-31 06:00:00,34.92
2011-03-31 07:00:00,95.26
2011-03-31 08:00:00,270.86
2011-03-31 09:00:00,82.69
2011-03-31 10:00:00,65.25
2011-03-31 11:00:00,58.17
2011-03-31 12:00:00,62.6
2011-03-31 13:00:00,66.08
2011-03-31 14:00:00,64.97
2011-03-31 15:00:00,59.63
2011-03-31 16:00:00,105.11
2011-03-31 17:00:00,199.32
2011-03-31 18:00:00,207.59
2011-03-31 19:00:00,138.0
2011-03-31 20:00:00,74.36
2011-03-31 21:00:00,74.7
2011-03-31 22:00:00,43.97
2011-03-31 23:00:00,48.02
2011-04-20 00:00:00,39.2
2011-04-20 01:00:00,11.62
2011-04-20 02:00:00,9.41
2011-04-20 03:00:00,4.33
2011-04-20 04:00:00,4.84
2011-04-20 05:00:00,20.08
2011-04-20 06:00:00,88.58
2011-04-20 07:00:00,268.72
2011-04-20 08:00:00,440.78
2011-04-20 09:00:00,205.07
2011-04-20 10:00:00,136.11
2011-04-20 11:00:00,133.69
2011-04-20 12:00:00,200.03
2011-04-20 13:00:00,193.04
2011-04-20 14:00:00,171.98
2011-04-20 15:00:00,171.13
2011-04-20 16:00:00,286.36
2011-04-20 17:00:00,504.36
2011-04-20 18:00:00,531.23
2011-04-20 19:00:00,412.27
2011-04-20 20:00:00,312.94
2011-04-20 21:00:00,230.22
2011-04-20 22:00:00,156.58
2011-04-20 23:00:00,86.15
2011-04-21 00:00:00,37.75
2011-04-21 01:00:00,15.99
2011-04-21 02:00:00,14.3
2011-04-21 03:00:00,3.7
2011-04-21 04:00:00,4.23
2011-04-21 05:00:00,20.61
2011-04-21 06:00:00,60.41
2011-04-21 07:00:00,187.63
2011-04-21 08:00:00,342.05
2011-04-21 09:00:00,186.97
2011-04-21 10:00:00,107.19
2011-04-21 11:00:00,119.1
2011-04-21 12:00:00,156.14
2011-04-21 13:00:00,154.55
2011-04-21 14:00:00,133.28
2011-04-21 15:00:00,142.25
2011-04-21 16:00:00,210.58
2011-04-21 17:00:00,452.56
2011-04-21 18:00:00,347.72
2011-04-21 19:00:00,242.44
2011-04-21 20:00:00,194.85
2011-04-21 21:00:00,114.67
2011-04-21 22:00:00,102.24
2011-04-21 23:00:00,66.39
2011-04-22 00:00:00,38.88
2011-04-22 01:00:00,19.26
2011-04-22 02:00:00,11.6
2011-04-22 03:00:00,3.73
2011-04-22 04:00:00,3.48
2011-04-22 05:00:00,17.59
2011-04-22 06:00:00,74.13
2011-04-22 07:00:00,167.56
2011-04-22 08:00:00,313.55
2011-04-22 09:00:00,168.56
2011-04-22 10:00:00,111.8
2011-04-22 11:00:00,94.97
2011-04-22 12:00:00,90.29
2011-04-22 13:00:00,59.13
2011-04-22 14:00:00,31.61
2011-04-22 15:00:00,61.4
2011-04-22 16:00:00,141.91
2011-04-22 17:00:00,145.71
2011-04-22 18:00:00,111.34
2011-04-22 19:00:00,86.95
2011-04-22 20:00:00,78.15
2011-04-22 21:00:00,58.52
2011-04-22 22:00:00,51.2
2011-04-22 23:00:00,55.91
2011-04-23 00:00:00,33.97
2011-04-23 01:00:00,31.42
2011-04-23 02:00:00,33.37571428571428
